unix,open,high,low,close
1602907200,11368.7,11375.53,11346.04,11355.44
1602910800,11355.45,11372.93,11345.54,11363.2
1602914400,11361.6,11388.97,11345.76,11358.61
1602918000,11354.63,11374.62,11344.4,11353.59
1602921600,11357.53,11368.02,11320.03,11322.92
1602925200,11320.6,11344.23,11314.35,11338.15
1602928800,11338.15,11360.62,11332.5,11356.67
1602932400,11354.5,11362.14,11338.29,11346.1
1602936000,11344.82,11361.98,11328.11,11361.98
1602939600,11360.09,11362.14,11316.6,11330.72
1602943200,11325.13,11368.95,11264.01,11362.73
1602946800,11362.73,11415.48,11326.85,11340.12
1602950400,11337.4,11350,11307.75,11328.03
1602954000,11322.81,11350,11317.41,11344.71
1602957600,11350,11356.82,11336.72,11349.63
1602961200,11349.63,11367.42,11337.85,11342.91
1602964800,11344.6,11367.98,11323.23,11352.89
1602968400,11348.9,11370.68,11337.25,11350.72
1602972000,11343.74,11359.4,11335.24,11343.33
1602975600,11343.34,11375.04,11341.55,11365.8
1602979200,11363.4,11394.7,11352.79,11376.75
1602982800,11373.96,11405,11373.39,11397.47
1602986400,11403.1,11405.3,11372.52,11382.02
1602990000,11383.5,11393.52,11370.12,11375.67
1602993600,11375.56,11394.91,11371.63,11377.08
1602997200,11377.79,11408.23,11375.26,11397.16
1603000800,11406.63,11479,11386.68,11450
1603004400,11457.95,11464.07,11436.15,11457.72
1603008000,11457.79,11484.1,11420.98,11433.32
1603011600,11430.61,11441.43,11409.04,11409.12
1603015200,11414.37,11433.64,11405.9,11419.89
1603018800,11419.89,11434.98,11411.2,11426.61
1603022400,11430.45,11444.03,11417.99,11425.6
1603026000,11428.04,11449,11427.82,11448
1603029600,11446.55,11500,11424.61,11442.7
1603033200,11447.81,11471.02,11433.65,11455.55
1603036800,11466.12,11478.54,11439.08,11465.2
1603040400,11465.61,11477.29,11451.21,11477.29
1603044000,11475.45,11485,11448.34,11448.34
1603047600,11448.86,11463.7,11443.6,11445.35
1603051200,11445.09,11450,11421.32,11450
1603054800,11445.88,11472.85,11440,11465.94
1603058400,11459.59,11483,11455.01,11468.46
1603062000,11462.85,11526.34,11461.99,11519.97
1603065600,11518.58,11551.98,11451.45,11484.64
1603069200,11476.17,11487.25,11463.7,11471.71
1603072800,11465.19,11478.96,11441.5,11469.88
1603076400,11466.43,11468.95,11416.79,11429.6
1603080000,11420.4,11454.52,11409.94,11444.72
1603083600,11441.37,11454.37,11421.35,11450.78
1603087200,11440.58,11469.64,11422.35,11458.33
1603090800,11455.99,11474.17,11444.5,11467.35
1603094400,11463.13,11475.89,11446.11,11470.77
1603098000,11466.91,11492.37,11455.35,11492.37
1603101600,11488.54,11500.21,11463.32,11486.52
1603105200,11483.83,11533.8,11473.17,11480.76
1603108800,11482.15,11540.72,11477.54,11521.98
1603112400,11526.29,11685,11526.29,11650.18
1603116000,11649.47,11687,11612.08,11665
1603119600,11665,11827.34,11645.13,11818.28
1603123200,11811.81,11840,11755,11768.77
1603126800,11769.46,11785,11728.17,11734.4
1603130400,11732.7,11760.15,11672.5,11672.5
1603134000,11675.46,11701.63,11666.63,11698.73
1603137600,11700.69,11736.18,11671.8,11730.31
1603141200,11730.35,11764.38,11703.91,11761.96
1603144800,11750.45,11786.67,11721.9,11742.63
1603148400,11744.14,11764.14,11716.07,11764.14
1603152000,11759.2,11759.72,11705.04,11726.91
1603155600,11729.83,11746.28,11680,11695
1603159200,11699.76,11736.13,11691.35,11727.46
1603162800,11725.31,11771.42,11710.2,11740.3
1603166400,11744.41,11760.59,11719.03,11722.53
1603170000,11722.53,11764.38,11714.46,11763.72
1603173600,11759.46,11806.67,11744.86,11795.9
1603177200,11791,11859.99,11719.79,11740.13
1603180800,11740,11767.05,11711.57,11743.29
1603184400,11743.29,11830,11733.17,11800
1603188000,11793.95,11851,11780.78,11845.04
1603191600,11841.44,11943.35,11730,11778.31
1603195200,11780.76,11899.96,11768.49,11882.87
1603198800,11892.08,11954,11837.21,11934.46
1603202400,11932.58,11964,11880.7,11923.03
1603206000,11923,11995,11880.7,11933.64
1603209600,11934.94,11998.33,11902.33,11970.54
1603213200,11977.38,12059.94,11947.63,11973.98
1603216800,11967.3,11985.08,11927.8,11970.25
1603220400,11969.48,11989.88,11888,11925
1603224000,11925.39,11925.39,11863.58,11908.5
1603227600,11901.42,11942.12,11885.14,11929.89
1603231200,11934.96,11970.81,11933.25,11966.85
1603234800,11963.89,11974.99,11900.9,11921.11
1603238400,11921.33,12000,11899.1,11995
1603242000,11995,12036.98,11974.87,12008.7
1603245600,12005,12142,11988.93,12123.91
1603249200,12135.79,12249,12130.2,12201.72
1603252800,12201.55,12313.64,12188.16,12294.5
1603256400,12294.23,12301.96,12232.24,12250
1603260000,12250,12300,12237.76,12250.15
1603263600,12250.25,12259.47,12137.14,12190.56
1603267200,12200.03,12211.34,12149.9,12160
1603270800,12160,12215.78,12139.02,12204.81
1603274400,12210.12,12270.5,12207.24,12229.58
1603278000,12231.97,12393.76,12188.17,12350
1603281600,12350,12454.21,12285.24,12424.15
1603285200,12429.56,12494.74,12372.31,12490.75
1603288800,12494.9,12865,12441,12749.89
1603292400,12744.22,12762.48,12617.31,12748.06
1603296000,12758.29,12918.29,12737.57,12840.4
1603299600,12844.36,12879.65,12728.37,12784.18
1603303200,12785.87,12815,12741.34,12790.37
1603306800,12784.67,12811.5,12680.35,12702.2
1603310400,12702.2,12864.21,12700,12856.5
1603314000,12856.5,13010,12777.36,12926.83
1603317600,12943.43,13222.81,12916.78,13216.17
1603321200,13223.21,13235,12749.07,12802.67
1603324800,12802.63,12949.37,12794.95,12926.09
1603328400,12914.94,12923.53,12862.66,12862.97
1603332000,12862.99,12877.05,12710,12808.69
1603335600,12809.48,12833.3,12731,12734
1603339200,12731,12788.84,12687.96,12759.6
1603342800,12755,12810.5,12705.43,12769.81
1603346400,12781.77,12844.37,12775.53,12818.78
1603350000,12818,12818,12726.26,12773.45
1603353600,12761.06,12864.21,12754.41,12827.89
1603357200,12821.4,12929.39,12686.73,12880.44
1603360800,12879.68,12994.54,12856.63,12964.92
1603364400,12964.92,13043.66,12935,12985.74
1603368000,12983.57,12984.04,12806.35,12864.96
1603371600,12864.96,12980.48,12855.33,12945.14
1603375200,12947.34,12947.36,12866.49,12944.87
1603378800,12945.83,12988.27,12918.34,12956.05
1603382400,12957.13,13089.94,12935.91,13067.41
1603386000,13073.42,13098.61,12961.36,13069.09
1603389600,13061.69,13082.09,13019.47,13055.31
1603393200,13058.49,13163,13039.7,13091.85
1603396800,13089.25,13194,13089.25,13125.19
1603400400,13125.19,13168.06,12976.91,13150.02
1603404000,13151.73,13208.25,13000,13012.29
1603407600,13014.68,13069.03,12949.37,12983.26
1603411200,12983.26,12988.27,12848.79,12931.48
1603414800,12928.15,12959.42,12899.84,12917.54
1603418400,12919.62,13010.56,12895.18,13001.09
1603422000,13009.5,13020.38,12966.59,12976.82
1603425600,12980,12998.76,12924.03,12934.12
1603429200,12927.7,12996.06,12922,12992.62
1603432800,12996.06,12999.26,12868,12887.38
1603436400,12879.65,12924.04,12872.93,12891.27
1603440000,12886.21,12950,12861,12924.29
1603443600,12917.36,12985.34,12915.39,12959.22
1603447200,12959.22,13036.72,12955,13029.29
1603450800,13023.91,13037.26,12970,12971.93
1603454400,12976.04,12985.02,12945.83,12985
1603458000,12985,13022.06,12951.99,12965.87
1603461600,12956.89,12970.2,12905.75,12942.23
1603465200,12936.76,12969.2,12905.32,12932.18
1603468800,12930.39,12961.67,12729.82,12797.43
1603472400,12798.5,12832.64,12753.12,12798.8
1603476000,12804.59,12884.76,12802.19,12863.06
1603479600,12864.29,12934.77,12851.55,12931
1603483200,12929.93,12957.14,12900.67,12939.85
1603486800,12939.04,12940.28,12884.44,12914.78
1603490400,12914.78,12955.93,12905.79,12949.22
1603494000,12955,12988.27,12937.9,12941.59
1603497600,12940.03,12945.45,12887.38,12921.78
1603501200,12933.67,12985,12918.55,12972.88
1603504800,12977.71,12998,12958.7,12993.24
1603508400,12998,13025,12967.54,12980.09
1603512000,12980.09,13014.47,12967.98,12981.31
1603515600,12982.78,12990.5,12950,12980.67
1603519200,12980.67,12998.44,12958.96,12970.5
1603522800,12970.56,12995.53,12930.31,12932.76
1603526400,12937.11,12965.95,12923.57,12950.97
1603530000,12945.25,12974.25,12922.45,12963.55
1603533600,12963.55,13002.13,12941.92,12992.55
1603537200,12990.26,13015.08,12973.34,13006.81
1603540800,13009.73,13018,12981.69,12992.5
1603544400,12992.08,13011.97,12977.11,13001.45
1603548000,13005.21,13103.93,12947.71,13079.22
1603551600,13080,13182.83,13080,13117.3
1603555200,13117.32,13136.76,13043.22,13097.79
1603558800,13091.38,13160.8,13091.38,13145.01
1603562400,13145.01,13148.59,13097.79,13122.08
1603566000,13114.03,13145,13090,13132.25
1603569600,13132.25,13145,13104.8,13119.18
1603573200,13117.94,13145,13053.61,13083.95
1603576800,13074.25,13109,13059.75,13080.67
1603580400,13082.34,13129.26,13080.51,13122.73
1603584000,13115.18,13145,13079.56,13137.65
1603587600,13145,13176.59,13125.11,13147.64
1603591200,13151.88,13170.61,13127.86,13137.59
1603594800,13138.47,13363.53,13138.47,13303.83
1603598400,13305.02,13355.85,13269.9,13319.37
1603602000,13317.97,13317.97,12914.81,12969.86
1603605600,12971.65,13068.23,12934.8,13028.86
1603609200,13027.28,13058.75,13011.69,13046.07
1603612800,13041.86,13045.69,12972.21,13033.69
1603616400,13033.69,13035.2,12986.91,13006.22
1603620000,13009.94,13013.78,12945,12994.01
1603623600,12994.02,12994.02,12903.74,12969.25
1603627200,12958.77,13003.86,12947.18,12985.06
1603630800,12988.64,13021.2,12964.97,12998.55
1603634400,12998.55,13016.72,12980.82,13001.54
1603638000,12997.42,13015.43,12948.44,12958.81
1603641600,12958.81,13019.01,12923.22,13012.53
1603645200,13011.57,13053.42,12999.57,13019.26
1603648800,13013.96,13017.44,12958.13,13000.23
1603652400,12999.52,13065.76,12995.7,13048
1603656000,13057.2,13063.86,13027.14,13029.82
1603659600,13029.82,13050,13005.57,13049.95
1603663200,13046.2,13050,12989.06,13016.05
1603666800,13022.01,13049.69,13017.32,13039.09
1603670400,13041.12,13061.52,12982.9,13053.38
1603674000,13061.52,13100,13048.42,13075.51
1603677600,13075.92,13129.26,13059.79,13092.2
1603681200,13094,13143.97,13088.67,13112.98
1603684800,13102.84,13145.02,13054.96,13113.28
1603688400,13111.49,13152.9,13095.71,13107.25
1603692000,13104.33,13115,13066.85,13088.08
1603695600,13085.94,13099.62,13033.37,13037.59
1603699200,13039.07,13074.25,12931.71,13061.82
1603702800,13066.41,13111.86,13045.35,13100
1603706400,13100,13121.38,13066.4,13115
1603710000,13108.89,13204,13108.89,13152.24
1603713600,13154.99,13180.82,13100.04,13139.23
1603717200,13148.28,13250,13126.16,13222.58
1603720800,13219,13244.09,13145.02,13185
1603724400,13180,13180.41,12933.99,12990.95
1603728000,12981.6,13042.07,12820.01,12868.26
1603731600,12856.5,12933.85,12773.5,12888.23
1603735200,12887.28,12986.3,12865.47,12973.45
1603738800,12973.45,13024.15,12937.6,13013.35
1603742400,13011.22,13066.41,13002.71,13021.65
1603746000,13016.36,13069.9,13016.36,13033.74
1603749600,13047,13058.5,12998.34,13051.53
1603753200,13057.98,13097.87,13044.88,13066.73
1603756800,13065.1,13137.14,13057.09,13100.65
1603760400,13104.83,13117.09,13067.01,13094.34
1603764000,13094.34,13139.41,13066.41,13078.31
1603767600,13082,13123.94,13076.86,13089
1603771200,13100.36,13139.29,13097.94,13137.14
1603774800,13137.14,13155,13088.67,13093.21
1603778400,13096.61,13107.08,13066.82,13101.87
1603782000,13112.24,13162.08,13090.59,13154.71
1603785600,13153.26,13176.59,13131.32,13150.31
1603789200,13142.86,13150.6,13086.97,13150
1603792800,13146.89,13308.18,13130,13261.15
1603796400,13265.81,13480,13244.96,13446.44
1603800000,13448.07,13456.14,13356.22,13393.54
1603803600,13389.48,13440.01,13335.62,13401.17
1603807200,13401.14,13431.95,13350,13405.7
1603810800,13412.46,13615,13301.16,13607.41
1603814400,13610,13665,13524.44,13659.45
1603818000,13664,13758.12,13612.92,13692.39
1603821600,13692.26,13760,13531.54,13655.96
1603825200,13667.46,13695,13619.54,13672.81
1603828800,13671.3,13725.15,13585.91,13620.03
1603832400,13613.65,13756.46,13613.65,13702
1603836000,13698.39,13747.13,13643.89,13736.88
1603839600,13736.95,13788,13573.29,13647.9
1603843200,13642.31,13757.88,13611.72,13721
1603846800,13719.28,13750,13659.45,13721.44
1603850400,13721.44,13864.89,13697.93,13850
1603854000,13850,13851.95,13734.45,13788.83
1603857600,13788.78,13828.76,13724.88,13755.62
1603861200,13758.92,13782.9,13689.69,13730.01
1603864800,13735.37,13782.9,13708.69,13720
1603868400,13717.91,13732.82,13486.07,13674.16
1603872000,13673.84,13701.58,13573.02,13693.53
1603875600,13698.23,13712.92,13594.06,13605.66
1603879200,13612.89,13644.59,13519.58,13569.5
1603882800,13563.37,13582.78,13300,13325.87
1603886400,13324.42,13377.27,13157.23,13296.04
1603890000,13292.52,13342.54,13109.78,13122.63
1603893600,13109.78,13156.91,12892,13058.57
1603897200,13072.95,13250,13050.74,13232.09
1603900800,13232.34,13233,13050,13150.93
1603904400,13142.79,13224.1,13011.66,13183.97
1603908000,13187.9,13250,13139.8,13221.69
1603911600,13222.54,13266.43,13154.76,13173.01
1603915200,13174.94,13238.68,13161.25,13212.04
1603918800,13205.48,13221.39,13114.91,13202.26
1603922400,13208.69,13291.28,13194.91,13268.66
1603926000,13268.66,13321.99,13244.68,13274.73
1603929600,13275.82,13321,13258.15,13261.17
1603933200,13261.17,13308.29,13185.38,13289.52
1603936800,13287.32,13294.82,13222.69,13245.56
1603940400,13250.42,13283.67,13184.5,13282.92
1603944000,13276.91,13311.5,13250,13250
1603947600,13252.08,13303.57,13250.02,13297.53
1603951200,13297.58,13327.61,13254.14,13286.29
1603954800,13285.29,13297.05,13129.26,13140.42
1603958400,13145.7,13195.87,13093.13,13138.34
1603962000,13138.34,13214.17,13129.05,13203.96
1603965600,13205,13212.42,13052,13099.66
1603969200,13108.52,13182.48,13065.57,13065.57
1603972800,13058.57,13154.16,12993,13140.75
1603976400,13144.04,13256.14,13107.6,13243.84
1603980000,13238.59,13495.9,13238.59,13447.33
1603983600,13441.5,13488.78,13371.06,13444.52
1603987200,13448.07,13631.91,13405.06,13563.53
1603990800,13560.53,13650,13523.13,13597.04
1603994400,13595.03,13641.18,13498.88,13569.2
1603998000,13577.76,13597.04,13504.66,13504.66
1604001600,13500.79,13539.87,13440,13489.68
1604005200,13490.97,13558.71,13440.49,13530.59
1604008800,13520.6,13534.37,13391.73,13411.86
1604012400,13416.39,13502.05,13403.27,13468.44
1604016000,13456.14,13608.18,13351.63,13598
1604019600,13597,13675.56,13554.2,13571.74
1604023200,13571.74,13586.82,13462.6,13467.59
1604026800,13457.27,13526.37,13411.37,13440.45
1604030400,13440.57,13483.87,13391.73,13438.26
1604034000,13436.08,13511.08,13169.31,13186.02
1604037600,13181.53,13277.56,13153.1,13215.59
1604041200,13214.05,13266.5,13129.26,13218.4
1604044800,13225.47,13340.98,13195.98,13256.76
1604048400,13251.14,13311.64,13168.69,13293.77
1604052000,13292.07,13358.14,13226.32,13316.41
1604055600,13314.59,13383.7,13263.82,13365.93
1604059200,13365.94,13375.66,13302.1,13340.09
1604062800,13340.16,13357.6,13242.79,13280.98
1604066400,13271.1,13383.7,13266.68,13377.9
1604070000,13368.08,13566.26,13359.64,13562.26
1604073600,13561.48,13603.97,13510,13539.74
1604077200,13544.69,13585.91,13480.38,13542.31
1604080800,13543.07,13573.33,13511.54,13534.45
1604084400,13539.27,13559.51,13489.75,13550
1604088000,13544.27,13675.4,13520.61,13634.62
1604091600,13643.72,13655.65,13470.2,13560.39
1604095200,13560.11,13624.3,13549.46,13574.36
1604098800,13577.6,13651.25,13549.45,13562.13
1604102400,13569.42,13653.36,13528.98,13624.29
1604106000,13631.57,13661,13585.91,13651.22
1604109600,13651.22,13741.62,13570.77,13616.64
1604113200,13622.27,13626.71,13420.97,13500
1604116800,13495.43,13531.11,13456.21,13525.16
1604120400,13521.74,13528.98,13479.26,13479.26
1604124000,13481.83,13614.61,13467.78,13614.61
1604127600,13610.2,13610.2,13562.28,13589.05
1604131200,13586.44,13842,13580.72,13750
1604134800,13754.46,13970,13733.38,13907.85
1604138400,13904.3,14100,13543.01,13813.67
1604142000,13824.3,13952.66,13806.45,13952.66
1604145600,13939.93,13949.24,13860.12,13886.79
1604149200,13886.91,13936.8,13831.99,13872.11
1604152800,13865.37,13884.28,13788,13814.54
1604156400,13811.55,13870,13750,13854.01
1604160000,13855.66,13890.79,13816.18,13830.63
1604163600,13828.08,13835.69,13751,13783.98
1604167200,13783.03,13783.03,13718.83,13729.19
1604170800,13719.93,13823.55,13693.09,13794.24
1604174400,13788.52,13851.42,13767.9,13850.92
1604178000,13850.92,13865.8,13821.95,13849.7
1604181600,13857.5,13906.04,13835.15,13879.14
1604185200,13879.09,13879.09,13774.86,13816.08
1604188800,13799.44,13907.47,13672.79,13733.84
1604192400,13734.66,13782.9,13716.92,13773.02
1604196000,13765.17,13783.14,13702.94,13724.5
1604199600,13723.31,13747.21,13651.32,13710.8
1604203200,13698,13716.19,13629.31,13684.28
1604206800,13693.21,13773.75,13671.32,13707.91
1604210400,13702.93,13766.28,13694.17,13735.14
1604214000,13733.48,13824.3,13727.9,13805.84
1604217600,13802.16,13824.3,13742.09,13760.82
1604221200,13760.88,13776.04,13682.15,13693.4
1604224800,13693.89,13758.12,13692.26,13735.66
1604228400,13733.06,13791.17,13675,13711.69
1604232000,13707.65,13778.87,13684.05,13767.97
1604235600,13769.04,13811.96,13742.53,13797.93
1604239200,13800.04,13860,13776.71,13804.82
1604242800,13806.76,13871.41,13803.64,13809.03
1604246400,13822.28,13836.19,13773.78,13809.35
1604250000,13811.84,13840.89,13778.58,13820.38
1604253600,13822.62,13840.89,13797.55,13811.94
1604257200,13804.61,13834.99,13787.25,13793.67
1604260800,13799.98,13847.44,13790.04,13817.85
1604264400,13825.88,13867.57,13791.17,13819.51
1604268000,13818.8,13828.01,13677.3,13711.21
1604271600,13700.55,13774.6,13655,13762
1604275200,13762,13842.5,13762,13816.2
1604278800,13815.1,13823.93,13760.91,13760.91
1604282400,13768.75,13779.96,13667.65,13734.25
1604286000,13729.47,13753.53,13659.46,13707.49
1604289600,13698.72,13736.89,13665.56,13709.35
1604293200,13708.47,13722.8,13652.01,13704.14
1604296800,13700,13774.84,13685.21,13752.55
1604300400,13740.11,13773.55,13735,13755.03
1604304000,13748.27,13750,13451.01,13456.77
1604307600,13452.3,13594.06,13439.39,13583.47
1604311200,13581.25,13581.25,13472.32,13495.6
1604314800,13509.87,13526.67,13375.67,13421.33
1604318400,13415.98,13440.06,13220,13318.59
1604322000,13304.77,13450.46,13291.13,13401.54
1604325600,13398.98,13513.48,13349,13480
1604329200,13480,13545,13455.01,13507.19
1604332800,13500,13550,13484.96,13521.43
1604336400,13525,13550,13493.43,13522.15
1604340000,13514.97,13537.3,13455,13472
1604343600,13469.61,13569.19,13466.55,13562.9
1604347200,13560.75,13711,13557.65,13673
1604350800,13678.73,13678.73,13597.1,13626.37
1604354400,13618.66,13665.42,13565.71,13583.01
1604358000,13588.47,13615.67,13552.46,13563.72
1604361600,13578.82,13589,13465,13537.1
1604365200,13537.1,13618.29,13531.39,13604.49
1604368800,13614.47,13659.39,13384.63,13436.96
1604372400,13436.31,13482.35,13337,13402.31
1604376000,13396.35,13429.14,13288.56,13418.49
1604379600,13426.97,13456.13,13355.85,13373.76
1604383200,13374.47,13458.96,13287.7,13435.9
1604386800,13431.31,13454.96,13395.42,13449.78
1604390400,13437.45,13570.14,13408.96,13525.35
1604394000,13528.23,13607,13483.23,13564.39
1604397600,13561.48,13587.58,13495.25,13552.44
1604401200,13561.4,13567.48,13473.92,13540
1604404800,13541.87,13560.99,13483.28,13526.63
1604408400,13520.09,13755,13498.6,13709.66
1604412000,13709.17,13800,13681.45,13796.99
1604415600,13799.44,13812,13700,13713.79
1604419200,13725.15,13759.33,13687.14,13725.37
1604422800,13727.67,13786.21,13714.71,13748.5
1604426400,13748.5,13792.39,13746.73,13753.99
1604430000,13759.91,13784.47,13731.02,13731.02
1604433600,13732.68,13779.39,13704.41,13746.37
1604437200,13748.89,13791.09,13733.4,13741.97
1604440800,13741.97,13855.85,13654.2,13839.6
1604444400,13840.89,14083.76,13837.58,14041.58
1604448000,14041.58,14064.93,13770.01,13782.72
1604451600,13808.13,13870.92,13725.37,13833.93
1604455200,13821.89,13900,13688,13763.47
1604458800,13766.37,13974.45,13757.75,13920.45
1604462400,13915,13931.78,13836.13,13910.05
1604466000,13895.89,13938.88,13790,13795.12
1604469600,13800,13845.12,13748.46,13802
1604473200,13802,13817.15,13520.87,13588.12
1604476800,13587.98,13709.86,13571.77,13652.67
1604480400,13643.57,13708.69,13643.57,13672.28
1604484000,13660.6,13762.35,13620.28,13704
1604487600,13703.78,13756.38,13666.72,13727.98
1604491200,13727.83,13856.02,13715,13840.89
1604494800,13840,13905.69,13803.49,13855.22
1604498400,13846.71,13868.11,13750,13858.36
1604502000,13859.43,13940,13849.94,13931.81
1604505600,13924.73,14059.28,13896.4,14037.24
1604509200,14045.82,14277.5,14042.48,14076.41
1604512800,14092.1,14134.53,14032.22,14106.33
1604516400,14115,14132.26,14085.31,14125.43
1604520000,14129.99,14160,13943.23,14050.01
1604523600,14050.01,14084.94,13996.82,14010.94
1604527200,14014.44,14249.42,14014.44,14150.55
1604530800,14150.61,14170.97,14083.2,14160.59
1604534400,14168.49,14220,14112.46,14124.97
1604538000,14119.38,14197.14,14117.59,14154.78
1604541600,14154.78,14328,14137.97,14250.99
1604545200,14252.44,14380,14252.44,14324.72
1604548800,14326.33,14369.54,14259.67,14305.65
1604552400,14300.2,14346.8,14262.28,14332.28
1604556000,14328.8,14398,14299.98,14356.45
1604559600,14354,14527.55,14339.48,14499.37
1604563200,14500,14560.36,14369.45,14458.95
1604566800,14458.95,14512.4,14385.6,14475.29
1604570400,14477.36,14666.39,14465.4,14654.69
1604574000,14655.43,14748,14496.51,14737.49
1604577600,14730.19,14932,14617.38,14886.47
1604581200,14890.57,14999.9,14777.31,14835.52
1604584800,14829.32,14924.9,14794.51,14912.7
1604588400,14910.37,15174.7,14873.13,15107.65
1604592000,15107.65,15315,15107.65,15173.54
1604595600,15172.53,15244.19,14100,15057.74
1604599200,15058,15107.65,14670,14959.82
1604602800,14955.27,15150.68,14919.7,15146.23
1604606400,15150.75,15190,15039.55,15103.7
1604610000,15089.99,15282,15086.14,15245.02
1604613600,15253.17,15612.74,15208.12,15561.38
1604617200,15574.76,15770.58,15478.62,15605.04
1604620800,15608.32,15959.99,15382.44,15881.16
1604624400,15881.08,15968.98,15755.48,15778.6
1604628000,15765.28,15879.64,15559.61,15656.6
1604631600,15678.84,15698.88,15437.42,15481.46
1604635200,15446.68,15600,15446.68,15563.66
1604638800,15567.55,15730,15503.8,15658.71
1604642400,15651.87,15783.85,15649.5,15713.05
1604646000,15705.41,15812.41,15680.06,15760.13
1604649600,15762.35,15775.92,15467.95,15483.24
1604653200,15488.13,15556.8,15299.15,15420.81
1604656800,15420.81,15689.43,15409.67,15621.47
1604660400,15608.99,15649.99,15439.11,15582.42
1604664000,15593.13,15595.26,15385.24,15475.61
1604667600,15465.04,15727.16,15447.1,15698.59
1604671200,15702.94,15704.77,15350,15469.47
1604674800,15466.64,15539.62,15380.82,15431.61
1604678400,15435.5,15570.99,15435.05,15517.4
1604682000,15516.63,15583,15485.38,15489.93
1604685600,15489.96,15551.11,15432.09,15474.21
1604689200,15469.48,15540.77,15420.49,15451.5
1604692800,15439.6,15551,15196.01,15497.32
1604696400,15499.13,15632,15468.17,15562.24
1604700000,15554.15,15644.37,15491.46,15616.09
1604703600,15623.73,15695.82,15553.15,15598.09
1604707200,15603.28,15692,15572.63,15637.99
1604710800,15651.35,15778.6,15602.18,15694.55
1604714400,15710.82,15710.82,15546.87,15593.55
1604718000,15590.52,15638.15,15520.98,15560.09
1604721600,15562.76,15645.14,15481.13,15528.5
1604725200,15531.64,15605,15478.72,15570.01
1604728800,15576.74,15583.35,15503.61,15555
1604732400,15560.92,15564.89,15450,15466.75
1604736000,15466.75,15570.51,15427.09,15523.87
1604739600,15518.15,15577.52,15465.23,15498.7
1604743200,15497.68,15586.74,15451.5,15576.14
1604746800,15577.19,15604.07,15482.52,15530.38
1604750400,15537.4,15574.71,15513.2,15527.68
1604754000,15537.43,15539.54,15400,15515.1
1604757600,15515,15516.94,15287.01,15324.03
1604761200,15308.33,15400,15187.04,15348.04
1604764800,15348.24,15429,15077.6,15381.14
1604768400,15377.89,15414,15220,15242.63
1604772000,15225.91,15310.61,14715.13,14927.93
1604775600,14926.34,15048.43,14576.63,14652.49
1604779200,14642.85,14949.64,14351,14875.44
1604782800,14871.01,14947.97,14761.38,14831.36
1604786400,14835.61,14867,14683.11,14824.8
1604790000,14826.65,14942.4,14819.93,14838.97
