Time,Open,High,Low,Close,Adj Close,Volume
2020-11-17 10:06:00,15.239999771118164,15.260000228881836,15.239999771118164,15.260000228881836,15.260000228881836,5000.0
2020-11-17 10:07:00,15.260000228881836,15.279999732971191,15.260000228881836,15.279999732971191,15.279999732971191,5000.0
2020-11-17 10:08:00,15.279999732971191,15.300000190734863,15.279999732971191,15.300000190734863,15.300000190734863,1000.0
2020-11-17 10:09:00,15.300000190734863,15.300000190734863,15.300000190734863,15.300000190734863,15.300000190734863,7000.0
2020-11-17 10:10:00,15.300000190734863,15.300000190734863,15.300000190734863,15.300000190734863,15.300000190734863,40000.0
2020-11-17 10:11:00,15.300000190734863,15.300000190734863,15.300000190734863,15.300000190734863,15.300000190734863,0.0
2020-11-17 10:12:00,15.300000190734863,15.300000190734863,15.220000267028809,15.220000267028809,15.220000267028809,36000.0
2020-11-17 10:13:00,15.220000267028809,15.220000267028809,15.220000267028809,15.220000267028809,15.220000267028809,0.0
2020-11-17 10:14:00,15.220000267028809,15.220000267028809,15.220000267028809,15.220000267028809,15.220000267028809,5000.0
2020-11-17 10:15:00,15.220000267028809,15.220000267028809,15.220000267028809,15.220000267028809,15.220000267028809,0.0
2020-11-17 10:16:00,15.220000267028809,15.239999771118164,15.220000267028809,15.239999771118164,15.239999771118164,34000.0
2020-11-17 10:17:00,15.239999771118164,15.239999771118164,15.239999771118164,15.239999771118164,15.239999771118164,0.0
2020-11-17 10:18:00,15.239999771118164,15.239999771118164,15.239999771118164,15.239999771118164,15.239999771118164,0.0
2020-11-17 10:19:00,15.239999771118164,15.239999771118164,15.239999771118164,15.239999771118164,15.239999771118164,1000.0
2020-11-17 10:20:00,15.239999771118164,15.260000228881836,15.239999771118164,15.260000228881836,15.260000228881836,21000.0
2020-11-17 10:21:00,15.260000228881836,15.279999732971191,15.260000228881836,15.279999732971191,15.279999732971191,8000.0
2020-11-17 10:22:00,15.279999732971191,15.279999732971191,15.279999732971191,15.279999732971191,15.279999732971191,0.0
2020-11-17 10:23:00,15.279999732971191,15.279999732971191,15.279999732971191,15.279999732971191,15.279999732971191,0.0
2020-11-17 10:24:00,15.279999732971191,15.279999732971191,15.279999732971191,15.279999732971191,15.279999732971191,0.0
2020-11-17 10:25:00,15.279999732971191,15.279999732971191,15.239999771118164,15.239999771118164,15.239999771118164,22000.0
2020-11-17 10:26:00,15.239999771118164,15.239999771118164,15.239999771118164,15.239999771118164,15.239999771118164,1000.0
2020-11-17 10:27:00,15.239999771118164,15.239999771118164,15.239999771118164,15.239999771118164,15.239999771118164,1000.0
2020-11-17 10:28:00,15.239999771118164,15.239999771118164,15.239999771118164,15.239999771118164,15.239999771118164,0.0
2020-11-17 10:29:00,15.239999771118164,15.239999771118164,15.239999771118164,15.239999771118164,15.239999771118164,0.0
2020-11-17 10:30:00,15.239999771118164,15.239999771118164,15.239999771118164,15.239999771118164,15.239999771118164,4000.0
2020-11-17 10:31:00,15.239999771118164,15.239999771118164,15.239999771118164,15.239999771118164,15.239999771118164,21000.0
2020-11-17 10:32:00,15.239999771118164,15.239999771118164,15.239999771118164,15.239999771118164,15.239999771118164,31000.0
2020-11-17 10:33:00,15.239999771118164,15.260000228881836,15.239999771118164,15.260000228881836,15.260000228881836,17000.0
2020-11-17 10:34:00,15.260000228881836,15.260000228881836,15.260000228881836,15.260000228881836,15.260000228881836,0.0
2020-11-17 10:35:00,15.260000228881836,15.260000228881836,15.199999809265137,15.199999809265137,15.199999809265137,3000.0
2020-11-17 10:36:00,15.199999809265137,15.239999771118164,15.199999809265137,15.239999771118164,15.239999771118164,36000.0
2020-11-17 10:37:00,15.239999771118164,15.260000228881836,15.239999771118164,15.260000228881836,15.260000228881836,5000.0
2020-11-17 10:38:00,15.260000228881836,15.260000228881836,15.260000228881836,15.260000228881836,15.260000228881836,9000.0
2020-11-17 10:39:00,15.260000228881836,15.260000228881836,15.260000228881836,15.260000228881836,15.260000228881836,14000.0
2020-11-17 10:40:00,15.260000228881836,15.260000228881836,15.260000228881836,15.260000228881836,15.260000228881836,9000.0
2020-11-17 10:41:00,15.260000228881836,15.260000228881836,15.260000228881836,15.260000228881836,15.260000228881836,3000.0
2020-11-17 10:42:00,15.260000228881836,15.260000228881836,15.260000228881836,15.260000228881836,15.260000228881836,0.0
2020-11-17 10:43:00,15.260000228881836,15.260000228881836,15.260000228881836,15.260000228881836,15.260000228881836,5000.0
2020-11-17 10:44:00,15.260000228881836,15.260000228881836,15.260000228881836,15.260000228881836,15.260000228881836,4000.0
2020-11-17 10:45:00,15.260000228881836,15.260000228881836,15.260000228881836,15.260000228881836,15.260000228881836,11000.0
2020-11-17 10:46:00,15.260000228881836,15.260000228881836,15.239999771118164,15.239999771118164,15.239999771118164,10000.0
2020-11-17 10:47:00,15.239999771118164,15.239999771118164,15.239999771118164,15.239999771118164,15.239999771118164,19000.0
2020-11-17 10:48:00,15.239999771118164,15.260000228881836,15.239999771118164,15.260000228881836,15.260000228881836,1000.0
2020-11-17 10:49:00,15.260000228881836,15.260000228881836,15.239999771118164,15.239999771118164,15.239999771118164,6000.0
2020-11-17 10:50:00,15.239999771118164,15.239999771118164,15.239999771118164,15.239999771118164,15.239999771118164,2000.0
2020-11-17 10:51:00,15.239999771118164,15.239999771118164,15.199999809265137,15.199999809265137,15.199999809265137,20000.0
2020-11-17 10:52:00,15.199999809265137,15.199999809265137,15.180000305175781,15.180000305175781,15.180000305175781,18000.0
2020-11-17 10:53:00,15.180000305175781,15.180000305175781,15.180000305175781,15.180000305175781,15.180000305175781,0.0
2020-11-17 10:54:00,15.180000305175781,15.180000305175781,15.180000305175781,15.180000305175781,15.180000305175781,1000.0
2020-11-17 10:55:00,15.180000305175781,15.180000305175781,15.180000305175781,15.180000305175781,15.180000305175781,12000.0
2020-11-17 10:56:00,15.180000305175781,15.220000267028809,15.180000305175781,15.220000267028809,15.220000267028809,45000.0
2020-11-17 10:57:00,15.220000267028809,15.279999732971191,15.220000267028809,15.279999732971191,15.279999732971191,12000.0
2020-11-17 10:58:00,15.279999732971191,15.279999732971191,15.279999732971191,15.279999732971191,15.279999732971191,10000.0
