unix,open,high,low,close
1527328800,7545,7551.19,7512.5,7551.19
1527332400,7551.19,7569.77,7512.89,7533.86
1527336000,7533.86,7551.2,7486.98,7529.4
1527339600,7529.4,7564.46,7501.7,7538.74
1527343200,7538.74,7551.64,7514.49,7529.99
1527346800,7529.99,7552.05,7519.99,7534.58
1527350400,7534.58,7550,7519.99,7529.94
1527354000,7529.94,7560.95,7515.21,7539.18
1527357600,7539.18,7561.99,7532.32,7546.99
1527361200,7546.99,7556.07,7514.47,7519.28
1527364800,7519.28,7547.5,7518.04,7521.71
1527368400,7521.71,7614.9,7451,7468.99
1527372000,7468.99,7475,7276.04,7321.8
1527375600,7321.8,7357.26,7292.32,7335.99
1527379200,7335.99,7336,7213.09,7268.39
1527382800,7268.39,7318.81,7255.01,7278
1527386400,7278,7336,7278,7317.72
1527390000,7317.72,7317.72,7272.2,7295.99
1527393600,7295.99,7321.66,7279.92,7306.6
1527397200,7306.6,7318.36,7251.1,7286.78
1527400800,7286.78,7313.4,7273.71,7301.39
1527404400,7301.39,7350,7272.21,7320.84
1527408000,7320.84,7337.39,7239.45,7296.71
1527411600,7296.71,7350,7296.18,7327.21
1527415200,7327.21,7395.83,7320.63,7340.82
1527418800,7340.82,7362.77,7301.8,7341.14
1527422400,7341.14,7351.94,7298.01,7317.57
1527426000,7317.57,7319.65,7284.19,7308.8
1527429600,7308.8,7369.57,7290.3,7355
1527433200,7355,7365.96,7323.35,7337.99
1527436800,7337.99,7366.79,7328.95,7348.07
1527440400,7348.07,7362.11,7327.3,7362.11
1527444000,7362.11,7412.57,7280.01,7292.33
1527447600,7292.33,7313.41,7283.26,7302.99
1527451200,7302.99,7340.33,7296.61,7328.7
1527454800,7328.7,7343.33,7303.02,7340.63
1527458400,7340.63,7357,7319.11,7357
1527462000,7357,7388.98,7325.04,7347.39
1527465600,7347.39,7384.69,7330,7356.07
1527469200,7356.07,7392.33,7316.19,7372.21
1527472800,7372.21,7374.63,7349.47,7372.43
1527476400,7372.43,7445,7357.97,7382.06
1527480000,7382.06,7396.94,7307,7332.11
1527483600,7332.11,7357.9,7170,7197
1527487200,7197,7232.31,7177,7209.34
1527490800,7209.34,7247.86,7209.34,7232.84
1527494400,7232.84,7247.74,7215.42,7235
1527498000,7235,7250,7212.04,7222.55
1527501600,7222.55,7248.65,7212,7241
1527505200,7241,7244.13,7210,7227.81
1527508800,7227.81,7320.61,7185,7297.03
1527512400,7297.03,7299.78,7260.42,7269.92
1527516000,7269.92,7290.4,7242.02,7263.99
1527519600,7263.99,7282.52,7220.25,7244.95
1527523200,7244.95,7254.34,7214.83,7219.02
1527526800,7219.02,7243.88,7203,7238.51
1527530400,7238.51,7261.33,7210.55,7210.55
1527534000,7210.55,7272.83,7210.55,7239.22
1527537600,7239.22,7258.92,7200,7224
1527541200,7224,7230,7140.78,7166
1527544800,7166,7180.5,7084.99,7144.36
1527548400,7144.36,7148.98,7094.01,7112.5
1527552000,7112.5,7143.52,7104.76,7119.93
1527555600,7119.93,7140,7026.9,7113.07
1527559200,7113.07,7122.26,7073.49,7105.18
1527562800,7105.18,7139.8,7097.53,7125.46
1527566400,7125.46,7140,7105.02,7134.39
1527570000,7134.39,7139.24,7067.39,7101.58
1527573600,7101.58,7124.12,7090.32,7108.89
1527577200,7108.89,7162.71,7097.4,7153.55
1527580800,7153.55,7153.55,7105.85,7124.65
1527584400,7124.65,7134.18,7097.26,7120.19
1527588000,7120.19,7200,7117.7,7178.37
1527591600,7178.37,7484.39,7178.37,7406.4
1527595200,7406.4,7453.38,7380.1,7408.25
1527598800,7408.25,7474.79,7401.02,7453.01
1527602400,7453.01,7471.52,7394.74,7414.12
1527606000,7414.12,7430,7386.11,7425
1527609600,7425,7445.63,7407.06,7428.5
1527613200,7428.5,7537,7408.6,7502.89
1527616800,7502.89,7536.71,7431.1,7457.51
1527620400,7457.51,7476.92,7442.2,7470
1527624000,7470,7524.46,7458.36,7496.72
1527627600,7496.72,7517.71,7469.09,7494.78
1527631200,7494.78,7504.5,7394.9,7428.38
1527634800,7428.38,7480.18,7409.67,7469.45
1527638400,7469.45,7514.5,7436.19,7484.15
1527642000,7484.15,7559,7479.68,7508.92
1527645600,7508.92,7545.45,7493.99,7520.94
1527649200,7520.94,7520.94,7468.54,7485.24
1527652800,7485.24,7507.58,7466,7486.2
1527656400,7486.2,7508.65,7482.07,7501.81
1527660000,7501.81,7530,7417.55,7460.63
1527663600,7460.63,7502.8,7440,7489.17
1527667200,7489.17,7495.37,7443.76,7473.41
1527670800,7473.41,7515.1,7451.16,7486.96
1527674400,7486.96,7513.02,7475.32,7508.77
1527678000,7508.77,7543.27,7485.25,7501.71
1527681600,7501.71,7543.27,7487.66,7521.67
1527685200,7521.67,7527.99,7484.53,7512.79
1527688800,7512.79,7513.45,7356,7379.6
1527692400,7379.6,7381.05,7305,7336.6
1527696000,7336.6,7355.68,7273.89,7302.62
1527699600,7302.62,7330.5,7284.91,7318.97
1527703200,7318.97,7330.2,7292.23,7299
1527706800,7299,7320,7290.1,7314.06
1527710400,7314.06,7350,7307.84,7340.99
1527714000,7340.99,7345.95,7312.4,7345.95
1527717600,7345.95,7368.77,7330.36,7346.67
1527721200,7346.67,7394.28,7346.08,7375.73
1527724800,7375.73,7375.73,7344.34,7365.9
1527728400,7365.9,7365.9,7330.22,7346.95
1527732000,7346.95,7359.5,7335.2,7341.92
1527735600,7341.92,7374.52,7340.61,7366.46
1527739200,7366.46,7498.84,7358,7488.7
1527742800,7488.7,7520,7467.93,7494.97
1527746400,7494.97,7599.99,7488.08,7568.01
1527750000,7568.01,7583.18,7550,7557.01
1527753600,7557.01,7572.03,7499.7,7543.83
1527757200,7543.83,7576,7521.06,7532.51
1527760800,7532.51,7546.95,7509.97,7535.9
1527764400,7535.9,7558.19,7526.82,7536.63
1527768000,7536.63,7569,7529.99,7539.74
1527771600,7539.74,7548.47,7500,7538.76
1527775200,7538.76,7559.74,7525,7554.24
1527778800,7554.24,7592.92,7535.66,7553.33
1527782400,7553.33,7561.93,7521.8,7544.85
1527786000,7544.85,7599.99,7538.83,7573.31
1527789600,7573.31,7601.23,7546.5,7546.5
1527793200,7546.5,7565.43,7525.01,7539.49
1527796800,7539.49,7564.49,7520.7,7543.71
1527800400,7543.71,7565.99,7530.45,7545.69
1527804000,7545.69,7546.42,7412.57,7450.91
1527807600,7450.91,7498.76,7435.14,7492.28
1527811200,7492.28,7538.23,7484.46,7506.67
1527814800,7506.67,7507.6,7474.7,7492.24
1527818400,7492.24,7522.7,7479.63,7492.96
1527822000,7492.96,7506.36,7452.35,7493.29
1527825600,7493.29,7496.59,7469.47,7489.3
1527829200,7489.3,7501.37,7482.57,7491.64
1527832800,7491.64,7581.03,7485.28,7547.99
1527836400,7547.99,7620.01,7540.71,7575.94
1527840000,7575.94,7595,7552.7,7593.99
1527843600,7593.99,7605.32,7516.47,7536.77
1527847200,7536.77,7559.58,7521.67,7545.99
1527850800,7545.99,7567.56,7348.45,7359.99
1527854400,7359.99,7418.99,7350.28,7412.18
1527858000,7412.18,7430,7388.23,7427.52
1527861600,7427.52,7443.92,7409,7422.05
1527865200,7422.05,7450,7383.45,7436.55
1527868800,7436.55,7454.05,7424.57,7438.99
1527872400,7438.99,7452.28,7398.36,7427.95
1527876000,7427.95,7431.98,7388.32,7398.99
1527879600,7398.99,7450,7397.07,7436.58
1527883200,7436.58,7449.93,7394.4,7434.11
1527886800,7434.11,7450,7426.58,7435.08
1527890400,7435.08,7521.99,7428.28,7517.29
1527894000,7517.29,7542.85,7502.09,7511.6
1527897600,7511.6,7531.83,7438.92,7468.3
1527901200,7468.3,7497.01,7457.39,7482.3
1527904800,7482.3,7508.67,7475.12,7488.79
1527908400,7488.79,7511.61,7481.12,7491.21
1527912000,7491.21,7500.99,7478.39,7479.39
1527915600,7479.39,7539,7479.39,7522.32
1527919200,7522.32,7676.27,7462.18,7660
1527922800,7660,7700,7636.75,7649.19
1527926400,7649.19,7696.98,7642,7649.29
1527930000,7649.29,7664.9,7620.02,7656.27
1527933600,7656.27,7671.11,7641.34,7652.98
1527937200,7652.98,7663.59,7601,7639.97
1527940800,7639.97,7646.63,7620,7630.63
1527944400,7630.63,7653.37,7620.9,7631.98
1527948000,7631.98,7643.68,7620,7642.6
1527951600,7642.6,7676.29,7581.03,7620.52
1527955200,7620.52,7641.4,7594.82,7627.48
1527958800,7627.48,7648.2,7616.66,7623.49
1527962400,7623.49,7657.94,7623,7645.58
1527966000,7645.58,7673.8,7644.36,7659.65
1527969600,7659.65,7659.99,7611.61,7611.61
1527973200,7611.61,7649.9,7611.61,7621
1527976800,7621,7632.43,7611.61,7623
1527980400,7623,7648.62,7623,7642
1527984000,7642,7660.52,7629.77,7646.38
1527987600,7646.38,7664.63,7620.1,7636.83
1527991200,7636.83,7647.24,7581.03,7638.72
1527994800,7638.72,7654.36,7612.22,7643.98
1527998400,7643.98,7646.91,7617.42,7634.07
1528002000,7634.07,7661.66,7630.29,7647.72
1528005600,7647.72,7790.69,7628.03,7723.65
1528009200,7723.65,7734.31,7704.48,7707.05
1528012800,7707.05,7763.62,7702.73,7738.98
1528016400,7738.98,7749.92,7722.01,7741.99
1528020000,7741.99,7746,7687.21,7690.03
1528023600,7690.03,7727.03,7690.03,7706.61
1528027200,7706.61,7722.3,7685.22,7717.4
1528030800,7717.4,7747.6,7710.21,7724.06
1528034400,7724.06,7726.8,7689.76,7716.53
1528038000,7716.53,7728.13,7701.6,7716.82
1528041600,7716.82,7730.99,7700.7,7708.58
1528045200,7708.58,7708.65,7676.27,7694.11
1528048800,7694.11,7703.15,7667.02,7675.99
1528052400,7675.99,7724.3,7643.06,7709.25
1528056000,7709.25,7731.45,7688.38,7723.99
1528059600,7723.99,7725.95,7667.5,7689.27
1528063200,7689.27,7709.9,7681.6,7705.58
1528066800,7705.58,7712.86,7685.3,7703.67
1528070400,7703.67,7764.44,7703.67,7707
1528074000,7707,7715,7650,7702.11
1528077600,7702.11,7706.41,7666.22,7682.99
1528081200,7682.99,7705,7676.81,7691.38
1528084800,7691.38,7703.71,7683.79,7699.45
1528088400,7699.45,7699.99,7594.75,7661.95
1528092000,7661.95,7664.9,7551,7577.5
1528095600,7577.5,7624.8,7571.77,7617.04
1528099200,7617.04,7617.34,7570.39,7609.86
1528102800,7609.86,7620,7576.6,7617.31
1528106400,7617.31,7624.45,7589.85,7600
1528110000,7600,7601.64,7486.98,7509.03
1528113600,7509.03,7537.69,7506.71,7526.3
1528117200,7526.3,7539.2,7493.32,7497.65
1528120800,7497.65,7507.38,7456.06,7489.98
1528124400,7489.98,7514.44,7479.88,7505
1528128000,7505,7511.99,7479.88,7488.91
1528131600,7488.91,7494.99,7449.68,7485.89
1528135200,7485.89,7505,7472,7503.75
1528138800,7503.75,7518.16,7482.12,7499.99
1528142400,7499.99,7530,7485.99,7529
1528146000,7529,7543.27,7520.15,7543.09
1528149600,7543.09,7543.09,7494.83,7505.28
1528153200,7505.28,7505.28,7451.17,7488.26
1528156800,7488.26,7503.75,7482.75,7499.88
1528160400,7499.88,7505,7472.02,7487.88
1528164000,7487.88,7491.62,7382.52,7405.39
1528167600,7405.39,7423.69,7380.84,7408.41
1528171200,7408.41,7431.13,7364,7375.74
1528174800,7375.74,7435.99,7373.95,7426.83
1528178400,7426.83,7455,7411.31,7427.23
1528182000,7427.23,7436,7386.7,7407.69
1528185600,7407.69,7475.03,7407.69,7455.47
1528189200,7455.47,7462,7420.21,7424.38
1528192800,7424.38,7445.34,7411.15,7421.92
1528196400,7421.92,7467.34,7405.03,7418.67
1528200000,7418.67,7442.89,7406.76,7414.23
1528203600,7414.23,7429.99,7360,7392.39
1528207200,7392.39,7423.96,7369.72,7411.98
1528210800,7411.98,7570.99,7403.72,7570.99
1528214400,7570.99,7600,7537.12,7569
1528218000,7569,7685,7556.1,7616.69
1528221600,7616.69,7644.84,7610,7620.91
1528225200,7620.91,7633.66,7607.41,7620
1528228800,7620,7650,7607.13,7627.42
1528232400,7627.42,7637.15,7578.82,7589.52
1528236000,7589.52,7628.28,7586.5,7625.73
1528239600,7625.73,7635.11,7600.11,7617.98
1528243200,7617.98,7629.38,7600,7608.02
1528246800,7608.02,7640,7590.87,7639.98
1528250400,7639.98,7639.98,7591.74,7619.77
1528254000,7619.77,7630.63,7602.86,7604.68
1528257600,7604.68,7622.92,7591.61,7594.21
1528261200,7594.21,7612.72,7570,7612.71
1528264800,7612.71,7659.83,7612.71,7637.26
1528268400,7637.26,7685,7610,7622.52
1528272000,7622.52,7632.37,7581.93,7629.98
1528275600,7629.98,7637.72,7591.97,7602.99
1528279200,7602.99,7615,7591.43,7615
1528282800,7615,7638.05,7609.07,7616.98
1528286400,7616.98,7675,7603.01,7649.98
1528290000,7649.98,7661.43,7629.38,7630.75
1528293600,7630.75,7644.62,7625.01,7625.74
1528297200,7625.74,7669.34,7625.03,7651.28
1528300800,7651.28,7664.99,7500,7514.05
1528304400,7514.05,7538.33,7508.81,7522.33
1528308000,7522.33,7524.41,7482.61,7517.99
1528311600,7517.99,7534.48,7510.99,7527.99
1528315200,7527.99,7650,7510.72,7620
1528318800,7620,7695.46,7611.36,7671.69
1528322400,7671.69,7689.59,7635.24,7663.66
1528326000,7663.66,7663.66,7633.05,7658.57
1528329600,7658.57,7733.99,7654.81,7719.48
1528333200,7719.48,7750,7705.6,7719.72
1528336800,7719.72,7750,7710,7711.16
1528340400,7711.16,7740.85,7689.26,7724.37
1528344000,7724.37,7726.98,7691.1,7704.23
1528347600,7704.23,7720.13,7700.31,7708.85
1528351200,7708.85,7713.7,7665.99,7702.87
1528354800,7702.87,7713.31,7695.93,7697.24
1528358400,7697.24,7727.63,7668.2,7687.85
1528362000,7687.85,7711.31,7668.36,7695.86
1528365600,7695.86,7715.52,7673.96,7692.98
1528369200,7692.98,7700,7677.73,7691.98
1528372800,7691.98,7726.48,7685.52,7699
1528376400,7699,7718.01,7691.99,7699.02
1528380000,7699.02,7711.66,7632.01,7683.52
1528383600,7683.52,7703.64,7655.59,7686.16
1528387200,7686.16,7718.07,7669.51,7718.07
1528390800,7718.07,7733.99,7660.74,7686.22
1528394400,7686.22,7704.99,7680.3,7691.54
1528398000,7691.54,7700,7680.97,7692.51
1528401600,7692.51,7697.93,7618.99,7659.99
1528405200,7659.99,7671.3,7645.45,7660
1528408800,7660,7661.52,7636,7651.31
1528412400,7651.31,7690.92,7640.61,7689.28
1528416000,7689.28,7697,7671.17,7693.47
1528419600,7693.47,7693.47,7664.71,7679.99
1528423200,7679.99,7684.79,7655,7663.45
1528426800,7663.45,7665.03,7621.39,7635
1528430400,7635,7652.33,7607.82,7632.27
1528434000,7632.27,7645.33,7622.26,7639.99
1528437600,7639.99,7656.02,7628.12,7653.31
1528441200,7653.31,7664.39,7625.11,7632
1528444800,7632,7645.67,7606,7632.79
1528448400,7632.79,7650,7622.68,7629.99
1528452000,7629.99,7633.99,7559,7570.6
1528455600,7570.6,7584.28,7542,7565.64
